Entity,Code,Year,Energy consumption per capita (kWh)
Cambodia,KHM,1981,196.25961666962965
Cambodia,KHM,1982,234.6528344927746
Cambodia,KHM,1983,220.49379123988845
Cambodia,KHM,1984,247.81150596938775
Cambodia,KHM,1985,241.08694840699937
Cambodia,KHM,1986,231.21070073985683
Cambodia,KHM,1987,226.269102109051
Cambodia,KHM,1988,237.3564204706022
Cambodia,KHM,1989,231.12264207686115
Cambodia,KHM,1990,226.33066295900178
Cambodia,KHM,1991,232.088054636667
Cambodia,KHM,1992,225.46163191916048
Cambodia,KHM,1993,217.64634055260257
Cambodia,KHM,1994,210.88059176681526
Cambodia,KHM,1995,581.9449260810811
Cambodia,KHM,1996,620.54126935992
Cambodia,KHM,1997,711.1579427666167
Cambodia,KHM,1998,809.8063565804672
Cambodia,KHM,1999,813.7404964066972
Cambodia,KHM,2000,737.3809803537639
Cambodia,KHM,2001,765.3463996702944
Cambodia,KHM,2002,749.4007400696313
Cambodia,KHM,2003,800.219765976198
Cambodia,KHM,2004,812.0990489759682
Cambodia,KHM,2005,906.2016448451744
Cambodia,KHM,2006,964.4812654355246
Cambodia,KHM,2007,1112.286716785088
Cambodia,KHM,2008,1083.7795493748201
Cambodia,KHM,2009,1298.6896145565488
Cambodia,KHM,2010,1435.51647917412
Cambodia,KHM,2011,1435.6463777676915
Cambodia,KHM,2012,1576.31148026387
Cambodia,KHM,2013,1675.8177880992946
Cambodia,KHM,2014,2010.7618963639934
Cambodia,KHM,2015,2465.2502033554542
Cambodia,KHM,2016,2933.223316765826
Cameroon,CMR,1980,1570.2430059273865
Cameroon,CMR,1981,1664.327589526381
Cameroon,CMR,1982,1880.0255051707209
Cameroon,CMR,1983,1815.013245917936
Cameroon,CMR,1984,1788.998837579422
Cameroon,CMR,1985,1816.1434906861286
Cameroon,CMR,1986,1924.716343078403
Cameroon,CMR,1987,1769.11062329699
Cameroon,CMR,1988,1719.132517986456
Cameroon,CMR,1989,1931.1548126991074
Cameroon,CMR,1990,1892.1654386587438
Cameroon,CMR,1991,1850.8010648624156
Cameroon,CMR,1992,1811.5312296343707
Cameroon,CMR,1993,1555.059703886816
Cameroon,CMR,1994,1615.449604950495
Cameroon,CMR,1995,1609.6443692058824
Cameroon,CMR,1996,1557.1743471691364
Cameroon,CMR,1997,1600.0793345789182
Cameroon,CMR,1998,1559.6542696889433
Cameroon,CMR,1999,1484.8681954608617
Cameroon,CMR,2000,1504.3137826350396
Cameroon,CMR,2001,1451.7104678762007
Cameroon,CMR,2002,1404.437882852427
Cameroon,CMR,2003,1466.8196183143864
Cameroon,CMR,2004,1494.1045905730346
Cameroon,CMR,2005,1404.5278039643604
Cameroon,CMR,2006,1653.1571363399912
Cameroon,CMR,2007,1609.3909922461294
Cameroon,CMR,2008,1590.499509893523
Cameroon,CMR,2009,1665.6186523092472
Cameroon,CMR,2010,1851.8125663015587
Cameroon,CMR,2011,1900.160240222903
Cameroon,CMR,2012,1704.346629006749
Cameroon,CMR,2013,1518.1030675558277
Cameroon,CMR,2014,1923.505546167887
Cameroon,CMR,2015,1997.334891138295
Cameroon,CMR,2016,2003.013930809128
Canada,CAN,1965,69689.57310777176
Canada,CAN,1966,72852.68828533009
Canada,CAN,1967,74897.06647767086
Canada,CAN,1968,78410.06193530826
Canada,CAN,1969,81727.54127047324
Canada,CAN,1970,86093.51978344523
Canada,CAN,1971,87362.57396914109
Canada,CAN,1972,92483.2797324065
Canada,CAN,1973,97375.49065716469
Canada,CAN,1974,98910.68000335981
Canada,CAN,1975,95842.59341849976
Canada,CAN,1976,100382.95676625504
Canada,CAN,1977,105030.57404347941
Canada,CAN,1978,105222.87174133497
Canada,CAN,1979,107229.79934879071
Canada,CAN,1980,108281.08006970794
Canada,CAN,1981,105950.35208810608
Canada,CAN,1982,101343.99871503192
Canada,CAN,1983,99637.09638223927
Canada,CAN,1984,104968.44433799914
Canada,CAN,1985,107044.12817855421
Canada,CAN,1986,105953.73174140781
Canada,CAN,1987,108117.00326844021
Canada,CAN,1988,110964.67049880774
Canada,CAN,1989,110536.74775781229
Canada,CAN,1990,107105.78093083549
Canada,CAN,1991,105983.17250325221
Canada,CAN,1992,107335.39752184595
Canada,CAN,1993,108482.1262941397
Canada,CAN,1994,111284.2301597138
Canada,CAN,1995,112476.85519042175
Canada,CAN,1996,114441.13793902914
Canada,CAN,1997,114221.97317204963
Canada,CAN,1998,111595.73413695158
Canada,CAN,1999,114083.44962504505
Canada,CAN,2000,116316.44478142801
Canada,CAN,2001,112417.73583941322
Canada,CAN,2002,114768.6386356014
Canada,CAN,2003,114141.39073221864
Canada,CAN,2004,114307.53744452492
Canada,CAN,2005,114226.69704116654
Canada,CAN,2006,111460.32589014353
Canada,CAN,2007,114003.10507991255
Canada,CAN,2008,112169.43219419642
Canada,CAN,2009,104834.37994861852
Canada,CAN,2010,105801.79866724553
Canada,CAN,2011,109418.616588936
Canada,CAN,2012,107131.4884661961
Canada,CAN,2013,109245.99836492563
Canada,CAN,2014,109291.46498157919
Canada,CAN,2015,107894.86168491076
Canada,CAN,2016,106404.16105005195
Canada,CAN,2017,106699.98084916586
Canada,CAN,2018,107511.393194181
Canada,CAN,2019,105539.88088207906
Cape Verde,CPV,1980,5164.277339084509
Cape Verde,CPV,1981,5074.929980276817
Cape Verde,CPV,1982,1995.4487775850341
Cape Verde,CPV,1983,1955.5398020333332
Cape Verde,CPV,1984,1917.1958843464051
Cape Verde,CPV,1985,1880.3267327243589
Cape Verde,CPV,1986,607.5661318927446
Cape Verde,CPV,1987,637.0802047663551
Cape Verde,CPV,1988,866.3314002453989
Cape Verde,CPV,1989,1039.7351759818732
Cape Verde,CPV,1990,1018.2021989644971
Cape Verde,CPV,1991,994.6599515895956
Cape Verde,CPV,1992,1144.6557984550561
Cape Verde,CPV,1993,1126.3185669125683
Cape Verde,CPV,1994,1302.9337684042555
Cape Verde,CPV,1995,1242.9239210103628
Cape Verde,CPV,1996,1366.3856455808082
Cape Verde,CPV,1997,1336.2266909653465
Cape Verde,CPV,1998,1314.0259691283295
Cape Verde,CPV,1999,1292.1409045238097
Cape Verde,CPV,2000,3192.5371972663556
Cape Verde,CPV,2001,3489.0200057339453
Cape Verde,CPV,2002,3732.649025056433
Cape Verde,CPV,2003,3652.750658444445
Cape Verde,CPV,2004,3933.4466849015316
Cape Verde,CPV,2005,6056.065032397408
Cape Verde,CPV,2006,6352.8959559275045
Cape Verde,CPV,2007,6991.065778589474
Cape Verde,CPV,2008,6996.918697505198
Cape Verde,CPV,2009,6546.13752634497
Cape Verde,CPV,2010,6923.293470791076
Cape Verde,CPV,2011,8140.228131583169
Cape Verde,CPV,2012,7214.335993564357
Cape Verde,CPV,2013,6986.553637851563
Cape Verde,CPV,2014,7429.630731177606
Cape Verde,CPV,2015,7018.65637552381
Cape Verde,CPV,2016,6922.608456403013
Cayman Islands,CYM,1980,18333.185280625
Cayman Islands,CYM,1981,34509.5259182353
Cayman Islands,CYM,1982,34509.5259182353
Cayman Islands,CYM,1983,32592.330033888884
Cayman Islands,CYM,1984,30876.94424263158
Cayman Islands,CYM,1985,30876.94424263158
Cayman Islands,CYM,1986,22286.042160999998
Cayman Islands,CYM,1987,21398.002110000005
Cayman Islands,CYM,1988,49844.53309086957
Cayman Islands,CYM,1989,47643.05967250001
Cayman Islands,CYM,1990,48615.49340000001
Cayman Islands,CYM,1991,44555.34410000001
Cayman Islands,CYM,1992,43578.706542857144
Cayman Islands,CYM,1993,39873.81392586207
Cayman Islands,CYM,1994,43032.08796774194
Cayman Islands,CYM,1995,44662.100231250006
Cayman Islands,CYM,1996,42150.075388235295
Cayman Islands,CYM,1997,39706.7971
Cayman Islands,CYM,1998,37616.965673684215
Cayman Islands,CYM,1999,35736.2714875
Cayman Islands,CYM,2000,49633.35930714286
Cayman Islands,CYM,2001,47975.766747727284
Cayman Islands,CYM,2002,48626.82360444445
Cayman Islands,CYM,2003,47159.19717234043
Cayman Islands,CYM,2004,43646.396604166664
Cayman Islands,CYM,2005,44014.558593877555
Cayman Islands,CYM,2006,42891.975892156865
Cayman Islands,CYM,2007,50276.2752923077
Cayman Islands,CYM,2008,49717.0202351852
Cayman Islands,CYM,2009,45295.53439272727
Cayman Islands,CYM,2010,43908.94461929825
Cayman Islands,CYM,2011,45429.63336034483
Cayman Islands,CYM,2012,41260.665630508476
Cayman Islands,CYM,2013,40050.888094999995
Cayman Islands,CYM,2014,40058.65798360656
Cayman Islands,CYM,2015,41696.15737096775
Cayman Islands,CYM,2016,42140.92471746032
Central African Republic,CAF,1980,352.53904762619374
Central African Republic,CAF,1981,470.71873294169615
Central African Republic,CAF,1982,460.0765093404711
Central African Republic,CAF,1983,441.38291913621265
Central African Republic,CAF,1984,434.67949612994346
Central African Republic,CAF,1985,413.61978791502753
Central African Republic,CAF,1986,477.6884399345651
Central African Republic,CAF,1987,434.17079972043825
Central African Republic,CAF,1988,428.58071742761695
Central African Republic,CAF,1989,419.5583572323379
Central African Republic,CAF,1990,436.88912870324197
Central African Republic,CAF,1991,446.63307462313315
Central African Republic,CAF,1992,418.37642516390673
Central African Republic,CAF,1993,443.95181436638217
Central African Republic,CAF,1994,452.5351896810207
Central African Republic,CAF,1995,441.0239796307788
Central African Republic,CAF,1996,450.44805869105204
Central African Republic,CAF,1997,440.0035809994104
Central African Republic,CAF,1998,427.84974461870496
Central African Republic,CAF,1999,417.8701983277123
Central African Republic,CAF,2000,438.0629765521978
Central African Republic,CAF,2001,441.6751690891993
Central African Republic,CAF,2002,432.3816358100999
Central African Republic,CAF,2003,404.5476920767843
Central African Republic,CAF,2004,424.4492377121213
Central African Republic,CAF,2005,430.0754386255572
Central African Republic,CAF,2006,442.32094886838274
Central African Republic,CAF,2007,438.35783256312527
Central African Republic,CAF,2008,436.75916569155163
Central African Republic,CAF,2009,429.55619208621493
Central African Republic,CAF,2010,435.6713425165262
Central African Republic,CAF,2011,455.87836682507367
Central African Republic,CAF,2012,471.25973337240765
Central African Republic,CAF,2013,470.6066400562051
Central African Republic,CAF,2014,474.25094589381723
Central African Republic,CAF,2015,471.39924815935905
Central African Republic,CAF,2016,479.4220471419128
Chad,TCD,1980,259.92995894993356
Chad,TCD,1981,254.35157916756992
Chad,TCD,1982,248.69093571428573
Chad,TCD,1983,242.82364128725166
Chad,TCD,1984,118.32632928801937
Chad,TCD,1985,115.14463996270854
Chad,TCD,1986,218.3146739527349
Chad,TCD,1987,187.9595244503972
Chad,TCD,1988,110.56814721824689
Chad,TCD,1989,117.3808084897818
Chad,TCD,1990,238.19897806473253
Chad,TCD,1991,225.57028172811437
Chad,TCD,1992,219.07209815950924
Chad,TCD,1993,101.80712241773308
Chad,TCD,1994,107.74633652263678
Chad,TCD,1995,104.22652039372325
Chad,TCD,1996,101.03842463660186
Chad,TCD,1997,105.46903974676799
Chad,TCD,1998,101.84481405662808
Chad,TCD,1999,98.25356409485971
Chad,TCD,2000,123.61650871469604
Chad,TCD,2001,114.24640038488133
Chad,TCD,2002,108.51353640425768
Chad,TCD,2003,103.20265974823981
Chad,TCD,2004,104.69927271597331
Chad,TCD,2005,108.64700733188076
Chad,TCD,2006,106.4912878062542
Chad,TCD,2007,103.88024366056575
Chad,TCD,2008,101.12501294706723
Chad,TCD,2009,103.34902918685121
Chad,TCD,2010,108.39897578647926
Chad,TCD,2011,110.27758688617428
Chad,TCD,2012,106.91247504106376
Chad,TCD,2013,104.29067637745838
Chad,TCD,2014,100.90183999634074
Chad,TCD,2015,98.98401791722769
Chad,TCD,2016,98.33398366707871
Chile,CHL,1965,8044.104414514572
Chile,CHL,1966,8470.843235875014
Chile,CHL,1967,8488.441904341065
Chile,CHL,1968,8327.369547798711
Chile,CHL,1969,8822.871502736001
Chile,CHL,1970,9161.77172797138
Chile,CHL,1971,9744.554545444635
Chile,CHL,1972,9900.85873883848
Chile,CHL,1973,9371.037244426456
Chile,CHL,1974,9124.41530711209
Chile,CHL,1975,8090.607187905212
Chile,CHL,1976,8376.032725218369
Chile,CHL,1977,8554.620858969882
Chile,CHL,1978,8921.630467726216
Chile,CHL,1979,9083.637752120836
Chile,CHL,1980,9244.865721678956
Chile,CHL,1981,9352.508369393025
Chile,CHL,1982,8440.235639747445
Chile,CHL,1983,8551.246367173833
Chile,CHL,1984,8821.168995072363
Chile,CHL,1985,8814.248618570287
Chile,CHL,1986,9069.43268450458
Chile,CHL,1987,9367.024573772207
Chile,CHL,1988,10291.407283555107
Chile,CHL,1989,11170.702115375452
Chile,CHL,1990,11576.589801126329
Chile,CHL,1991,12758.960950234161
Chile,CHL,1992,13882.781028470556
Chile,CHL,1993,14443.704674750521
Chile,CHL,1994,14944.039713391221
Chile,CHL,1995,15865.174672829427
Chile,CHL,1996,16597.037873340374
Chile,CHL,1997,18729.998019740975
Chile,CHL,1998,18569.819958884098
Chile,CHL,1999,19130.87018168714
Chile,CHL,2000,19990.595429448444
Chile,CHL,2001,19899.200900442767
Chile,CHL,2002,20374.825889946573
Chile,CHL,2003,20045.61226851344
Chile,CHL,2004,20848.696024695724
Chile,CHL,2005,21439.445838711243
Chile,CHL,2006,22652.491813340755
Chile,CHL,2007,22898.752405160558
Chile,CHL,2008,22455.154741567992
Chile,CHL,2009,21758.988546977143
Chile,CHL,2010,21627.5386770521
Chile,CHL,2011,23279.861650578743
Chile,CHL,2012,23570.770037954717
Chile,CHL,2013,23571.504064082972
Chile,CHL,2014,22875.258162921902
Chile,CHL,2015,23114.865419611113
Chile,CHL,2016,23931.91414859751
Chile,CHL,2017,23759.386705863886
Chile,CHL,2018,24630.23047356368
Chile,CHL,2019,24269.273261376533
China,CHN,1965,2115.707306346632
China,CHN,1966,2243.057532886783
China,CHN,1967,1963.851616939967
China,CHN,1968,1929.1502381506289
China,CHN,1969,2284.1827789882636
China,CHN,1970,2848.4650165484254
China,CHN,1971,3292.9400535130544
China,CHN,1972,3465.1894521742374
China,CHN,1973,3575.435055808564
China,CHN,1974,3609.714527416013
China,CHN,1975,3965.0899185762473
China,CHN,1976,4102.016714322742
China,CHN,1977,4402.262751028121
China,CHN,1978,4756.496725065202
China,CHN,1979,4830.111906988863
China,CHN,1980,4855.859866406314
China,CHN,1981,4724.7381181875635
China,CHN,1982,4866.685335971963
China,CHN,1983,5107.318950835762
China,CHN,1984,5398.457757044935
China,CHN,1985,5744.273995053754
China,CHN,1986,5913.459132408165
China,CHN,1987,6256.762173772979
China,CHN,1988,6592.810141805232
China,CHN,1989,6794.681253320273
China,CHN,1990,6774.270770022539
China,CHN,1991,7021.383525335847
China,CHN,1992,7309.315194060676
China,CHN,1993,7792.128108789101
China,CHN,1994,8195.959496139529
China,CHN,1995,8373.590100002744
China,CHN,1996,8734.281505860641
China,CHN,1997,8712.99260898185
China,CHN,1998,8656.426162512187
China,CHN,1999,8893.21290221867
China,CHN,2000,9137.611692540855
China,CHN,2001,9588.04332853794
China,CHN,2002,10378.1970082675
China,CHN,2003,12011.433186550961
China,CHN,2004,13971.08662918731
China,CHN,2005,15780.63746171766
China,CHN,2006,17201.311134135118
China,CHN,2007,18591.77276362748
China,CHN,2008,19176.677540206372
China,CHN,2009,19901.852278159822
China,CHN,2010,21162.747413167504
China,CHN,2011,22710.791848473
China,CHN,2012,23488.28455829065
China,CHN,2013,24222.73226311863
China,CHN,2014,24652.081875071373
China,CHN,2015,24755.298310184753
China,CHN,2016,24938.401122103107
China,CHN,2017,25574.67694313029
China,CHN,2018,26416.954770005075
China,CHN,2019,27452.47793296997
Colombia,COL,1965,4713.614792992364
Colombia,COL,1966,4988.244553639938
Colombia,COL,1967,5161.010236611453
Colombia,COL,1968,5288.891580875062
Colombia,COL,1969,5239.363188293191
Colombia,COL,1970,5572.8163892447865
Colombia,COL,1971,5346.833995292855
Colombia,COL,1972,5869.342832795079
Colombia,COL,1973,5731.325781823757
Colombia,COL,1974,6282.484657029485
Colombia,COL,1975,6271.241824103217
Colombia,COL,1976,6389.076686896618
Colombia,COL,1977,6389.519770419153
Colombia,COL,1978,6683.658674124894
Colombia,COL,1979,6943.866225986319
Colombia,COL,1980,6908.17129071321
Colombia,COL,1981,6918.978736295451
Colombia,COL,1982,7079.397946783503
Colombia,COL,1983,7282.00049718451
Colombia,COL,1984,7318.6960443232765
Colombia,COL,1985,7451.114623554473
Colombia,COL,1986,7537.862147719875
Colombia,COL,1987,8032.06961241481
Colombia,COL,1988,7879.154333918236
Colombia,COL,1989,8128.582011310903
Colombia,COL,1990,7453.331206763617
Colombia,COL,1991,7591.101788460039
Colombia,COL,1992,7786.564683381111
Colombia,COL,1993,8409.576536628709
Colombia,COL,1994,8860.351080929724
Colombia,COL,1995,8834.301354308996
Colombia,COL,1996,8900.876925661021
Colombia,COL,1997,9003.792650547768
Colombia,COL,1998,8905.16974041388
Colombia,COL,1999,8102.902817265828
Colombia,COL,2000,7770.59081147146
Colombia,COL,2001,7526.846043939339
Colombia,COL,2002,7385.355218507107
Colombia,COL,2003,7533.35379663504
Colombia,COL,2004,7558.376983942581
Colombia,COL,2005,7472.090678787001
Colombia,COL,2006,8269.18306830393
Colombia,COL,2007,8196.163102720657
Colombia,COL,2008,8749.594252836427
Colombia,COL,2009,8253.240960129386
Colombia,COL,2010,8741.427331115716
Colombia,COL,2011,9052.90027265506
Colombia,COL,2012,9600.804636874123
Colombia,COL,2013,9645.843517411853
Colombia,COL,2014,10067.117232040453
Colombia,COL,2015,10007.47892526622
Colombia,COL,2016,10418.750991973888
Colombia,COL,2017,10445.488251429239
Colombia,COL,2018,10361.170255954894
Colombia,COL,2019,10618.228794277598
Comoros,COM,1980,602.3577253246752
Comoros,COM,1981,581.5708040251574
Comoros,COM,1982,565.5642681345568
Comoros,COM,1983,550.4152252380953
Comoros,COM,1984,544.5589062318841
Comoros,COM,1985,451.54847667605634
Comoros,COM,1986,291.3848200546449
Comoros,COM,1987,597.3118641909815
Comoros,COM,1988,581.2599963659794
Comoros,COM,1989,562.966432
Comoros,COM,1990,646.6891986407767
Comoros,COM,1991,606.4947626179247
Comoros,COM,1992,590.9775964220183
Comoros,COM,1993,572.7255664810692
Comoros,COM,1994,556.6099120129871
Comoros,COM,1995,541.0058825052631
Comoros,COM,1996,526.9248098977505
Comoros,COM,1997,512.2585246015938
Comoros,COM,1998,608.5351431650487
Comoros,COM,1999,592.4396528733461
Comoros,COM,2000,809.0088065682658
Comoros,COM,2001,823.0263805935252
Comoros,COM,2002,809.2439537961338
Comoros,COM,2003,1009.4763397598628
Comoros,COM,2004,1082.3984895477386
Comoros,COM,2005,1014.213723366013
Comoros,COM,2006,1154.2515833067093
Comoros,COM,2007,743.6615282398755
Comoros,COM,2008,740.8677486757991
Comoros,COM,2009,882.3494539821693
Comoros,COM,2010,1022.1720097536231
Comoros,COM,2011,896.2703585431401
Comoros,COM,2012,910.07842230663
Comoros,COM,2013,1059.4449126145553
Comoros,COM,2014,925.1758162582346
Comoros,COM,2015,976.0116625740027
Comoros,COM,2016,997.5138517211058
Congo,COG,1980,1877.960509791901
Congo,COG,1981,2182.234195652649
Congo,COG,1982,1917.6249450503979
Congo,COG,1983,1657.6885364226803
Congo,COG,1984,1637.557083350025
Congo,COG,1985,2413.370941212269
Congo,COG,1986,2033.4021460842805
Congo,COG,1987,2404.4007816950716
Congo,COG,1988,1877.8567008337072
Congo,COG,1989,2155.631019241169
Congo,COG,1990,2350.930387738651
Congo,COG,1991,2062.7145187035508
Congo,COG,1992,1911.8959145783135
Congo,COG,1993,1673.839231933594
Congo,COG,1994,1541.6820925113982
Congo,COG,1995,1530.3245096935009
Congo,COG,1996,1576.0613658291456
Congo,COG,1997,1498.3907834670388
Congo,COG,1998,1355.126142310298
Congo,COG,1999,1071.495619381172
Congo,COG,2000,1135.4376735976975
Congo,COG,2001,1373.0649450994408
Congo,COG,2002,1185.4348883927494
Congo,COG,2003,1351.2694917229235
Congo,COG,2004,1388.7494064843306
Congo,COG,2005,1856.6695234833012
Congo,COG,2006,2168.657938066756
Congo,COG,2007,2595.549401153251
Congo,COG,2008,2874.5595921939666
Congo,COG,2009,3400.618122234017
Congo,COG,2010,4568.808683458119
Congo,COG,2011,5409.905340389078
Congo,COG,2012,5421.122269514412
Congo,COG,2013,6679.135492651958
Congo,COG,2014,6211.7399350285
Congo,COG,2015,6027.993395893741
Congo,COG,2016,5658.840532053804
Cook Islands,COK,1980,6795.500747777778
Cook Islands,COK,1981,14442.237301764708
Cook Islands,COK,1982,14200.670571764706
Cook Islands,COK,1983,14321.45291058824
Cook Islands,COK,1984,14321.45291058824
Cook Islands,COK,1985,13493.22550111111
Cook Islands,COK,1986,10209.922080555556
Cook Islands,COK,1987,10209.922080555556
Cook Islands,COK,1988,10237.886415555557
Cook Islands,COK,1989,10209.922080555556
Cook Islands,COK,1990,10209.922080555556
Cook Islands,COK,1991,7021.675818888889
Cook Islands,COK,1992,9714.087878421054
Cook Islands,COK,1993,9687.595350526315
Cook Islands,COK,1994,9687.595350526315
Cook Islands,COK,1995,9687.595350526315
Cook Islands,COK,1996,9714.087878421054
Cook Islands,COK,1997,9687.595350526315
Cook Islands,COK,1998,10225.79509222222
Cook Islands,COK,1999,10225.79509222222
Cook Islands,COK,2000,13657.132260000002
Cook Islands,COK,2001,13022.754526666668
Cook Islands,COK,2002,7050.520157222223
Cook Islands,COK,2003,6165.13828894737
Cook Islands,COK,2004,10440.070428947369
Cook Islands,COK,2005,16737.222684210526
Cook Islands,COK,2006,17830.790972105264
Cook Islands,COK,2007,15045.489218421053
Cook Islands,COK,2008,15440.868819473686
Cook Islands,COK,2009,14213.062786842103
Cook Islands,COK,2010,17811.82699888889
Cook Islands,COK,2011,19971.623315000004
Cook Islands,COK,2012,21176.605676666666
Cook Islands,COK,2013,21159.09218888889
Cook Islands,COK,2014,22501.49398444445
Cook Islands,COK,2015,21005.481210555557
Cook Islands,COK,2016,20915.156815555558
Costa Rica,CRI,1980,6680.646782832638
Costa Rica,CRI,1981,6690.740936754886
Costa Rica,CRI,1982,6278.651771807374
Costa Rica,CRI,1983,6823.530362425762
Costa Rica,CRI,1984,6387.850314102855
Costa Rica,CRI,1985,6191.725439996348
Costa Rica,CRI,1986,5842.286045256229
Costa Rica,CRI,1987,6288.7865237331025
Costa Rica,CRI,1988,6665.628525994597
Costa Rica,CRI,1989,7057.272016419876
Costa Rica,CRI,1990,6729.0173607887145
Costa Rica,CRI,1991,7029.5244921517815
Costa Rica,CRI,1992,8159.561911658048
Costa Rica,CRI,1993,8643.776619673787
Costa Rica,CRI,1994,8544.266306088464
Costa Rica,CRI,1995,8529.994303649182
Costa Rica,CRI,1996,8312.126298419604
Costa Rica,CRI,1997,9216.327330997581
Costa Rica,CRI,1998,9236.752808548896
Costa Rica,CRI,1999,10395.571162362936
Costa Rica,CRI,2000,10642.673037453309
Costa Rica,CRI,2001,10465.456960775904
Costa Rica,CRI,2002,10836.580680960742
Costa Rica,CRI,2003,10760.772314130645
Costa Rica,CRI,2004,11039.302569337278
Costa Rica,CRI,2005,11322.276443730754
Costa Rica,CRI,2006,11740.49737678251
Costa Rica,CRI,2007,12243.853503600456
Costa Rica,CRI,2008,12307.684204246023
Costa Rica,CRI,2009,11850.173181650078
Costa Rica,CRI,2010,11894.930142221981
Costa Rica,CRI,2011,11848.43053314483
Costa Rica,CRI,2012,12016.33264348123
Costa Rica,CRI,2013,11935.083455059048
Costa Rica,CRI,2014,12030.745775985402
Costa Rica,CRI,2015,12552.489887165842
Costa Rica,CRI,2016,12889.930433225147
Croatia,HRV,1990,20890.141409661643
Croatia,HRV,1991,17595.70297711135
Croatia,HRV,1992,16847.953650195228
Croatia,HRV,1993,17706.12740456705
Croatia,HRV,1994,18009.26450281537
Croatia,HRV,1995,18803.77060818627
Croatia,HRV,1996,20291.12600823694
Croatia,HRV,1997,20368.714870520304
Croatia,HRV,1998,21736.228430821015
Croatia,HRV,1999,22616.179136714993
Croatia,HRV,2000,21543.207977802624
Croatia,HRV,2001,22740.297986537207
Croatia,HRV,2002,22881.25339244131
Croatia,HRV,2003,24005.683048484396
Croatia,HRV,2004,24910.58321413595
Croatia,HRV,2005,24681.733681211976
Croatia,HRV,2006,24433.724076819497
Croatia,HRV,2007,24676.889678833562
Croatia,HRV,2008,24549.592922452102
Croatia,HRV,2009,24240.985887948398
Croatia,HRV,2010,24650.008552400188
Croatia,HRV,2011,21689.34123017204
Croatia,HRV,2012,20176.6902438636
Croatia,HRV,2013,22090.544846193592
Croatia,HRV,2014,22157.189626844458
Croatia,HRV,2015,21182.05083280983
Croatia,HRV,2016,22131.929877858878
Croatia,HRV,2017,22318.159140671287
Croatia,HRV,2018,23521.493057902313
Croatia,HRV,2019,22870.485541463924
Cuba,CUB,1980,13507.368752888618
Cuba,CUB,1981,13656.214621396102
Cuba,CUB,1982,14741.66688473843
Cuba,CUB,1983,13421.986300240458
Cuba,CUB,1984,13833.997045404705
Cuba,CUB,1985,14013.985742661915
Cuba,CUB,1986,14271.343201806756
Cuba,CUB,1987,13898.77109554778
Cuba,CUB,1988,13957.786062877478
Cuba,CUB,1989,14012.780917374337
Cuba,CUB,1990,13770.019684146459
Cuba,CUB,1991,12726.951068306167
Cuba,CUB,1992,11246.078090061477
Cuba,CUB,1993,10974.85354511076
Cuba,CUB,1994,11048.829144666914
Cuba,CUB,1995,11206.471802498163
Cuba,CUB,1996,11446.549619654448
Cuba,CUB,1997,12556.369014485897
Cuba,CUB,1998,11897.390166790472
Cuba,CUB,1999,10241.815875532702
Cuba,CUB,2000,9874.07905567859
Cuba,CUB,2001,9053.58302853829
Cuba,CUB,2002,9141.368621985715
Cuba,CUB,2003,9265.03110349007
Cuba,CUB,2004,9360.269393851557
Cuba,CUB,2005,9210.29913160096
Cuba,CUB,2006,8955.660000869371
Cuba,CUB,2007,9060.565313792553
Cuba,CUB,2008,10380.92984440687
Cuba,CUB,2009,10705.47494727888
Cuba,CUB,2010,12128.927165758063
Cuba,CUB,2011,11261.318567464627
Cuba,CUB,2012,11846.399431695834
Cuba,CUB,2013,11318.561690578746
Cuba,CUB,2014,11499.422686150172
Cuba,CUB,2015,11508.90315130243
Cuba,CUB,2016,11127.027976215264
Cyprus,CYP,1965,8055.515145879518
Cyprus,CYP,1966,9125.87482206154
Cyprus,CYP,1967,9792.317008504231
Cyprus,CYP,1968,10747.92108439465
Cyprus,CYP,1969,12524.421919052807
Cyprus,CYP,1970,13037.191482947883
Cyprus,CYP,1971,15376.042002022543
Cyprus,CYP,1972,17097.18547533121
Cyprus,CYP,1973,18140.44014663622
Cyprus,CYP,1974,15908.243515785049
Cyprus,CYP,1975,13123.441267975384
Cyprus,CYP,1976,13180.951949683891
Cyprus,CYP,1977,14710.19737041742
Cyprus,CYP,1978,14924.952917334327
Cyprus,CYP,1979,14989.472775882352
Cyprus,CYP,1980,15005.362369243794
Cyprus,CYP,1981,14305.081997193034
Cyprus,CYP,1982,17071.967334505778
Cyprus,CYP,1983,17911.656580354465
Cyprus,CYP,1984,18069.482777765043
Cyprus,CYP,1985,19269.020702451708
Cyprus,CYP,1986,19864.395573151687
Cyprus,CYP,1987,23901.575522044262
Cyprus,CYP,1988,24245.95123551359
Cyprus,CYP,1989,24383.551464215714
Cyprus,CYP,1990,25129.793028633638
Cyprus,CYP,1991,24919.760250819927
Cyprus,CYP,1992,28460.29742489888
Cyprus,CYP,1993,28925.75913299145
Cyprus,CYP,1994,28354.097089206687
Cyprus,CYP,1995,29509.582736952056
Cyprus,CYP,1996,29329.711639899204
Cyprus,CYP,1997,29014.19018975982
Cyprus,CYP,1998,30194.309695093514
Cyprus,CYP,1999,31188.663059861778
Cyprus,CYP,2000,32090.27517143373
Cyprus,CYP,2001,31885.080484895832
Cyprus,CYP,2002,30896.58192184033
Cyprus,CYP,2003,32282.018336213278
