country,iso3c,iso2c,year,"Intentional homicides (per 100,000 people)","Suicide mortality rate (per 100,000 population)",GDP (current US$),"GDP per capita, PPP (current international $)",adminregion,incomeLevel
Euro area,EMU,XC,1979,,,2644833360482.99,,,Aggregates
Euro area,EMU,XC,1980,,,2962180543669.06,,,Aggregates
Euro area,EMU,XC,1981,,,2574374750648.22,,,Aggregates
Euro area,EMU,XC,1982,,,2492494872148.43,,,Aggregates
Euro area,EMU,XC,1983,,,2431610581355.91,,,Aggregates
Euro area,EMU,XC,1984,,,2332402739282.44,,,Aggregates
Euro area,EMU,XC,1985,,,2396184424241.68,,,Aggregates
Euro area,EMU,XC,1986,,,3362906739591.32,,,Aggregates
Euro area,EMU,XC,1987,,,4159430693750.94,,,Aggregates
Euro area,EMU,XC,1988,,,4574520626626.7,,,Aggregates
Euro area,EMU,XC,1989,,,4672688524983.16,,,Aggregates
Euro area,EMU,XC,1990,,,5880686952499.88,16995.8059895832,,Aggregates
Euro area,EMU,XC,1991,,,6114121761315.69,17964.5960682369,,Aggregates
Euro area,EMU,XC,1992,,,6745616975554.08,18546.8361797397,,Aggregates
Euro area,EMU,XC,1993,,,6172470672291.46,18779.1239138842,,Aggregates
Euro area,EMU,XC,1994,,,6515616661978.12,19592.9700718492,,Aggregates
Euro area,EMU,XC,1995,,,7515711917825.14,20437.7081415386,,Aggregates
Euro area,EMU,XC,1996,,,7604595626511.77,21070.0356361168,,Aggregates
Euro area,EMU,XC,1997,,,6952260676501.13,21914.4227205986,,Aggregates
Euro area,EMU,XC,1998,,,7149267346201.27,22959.6497999552,,Aggregates
Euro area,EMU,XC,1999,,,7113796789828.48,23838.269915123,,Aggregates
Euro area,EMU,XC,2000,,13.9313235435739,6479521539517.45,25314.4093592825,,Aggregates
Euro area,EMU,XC,2001,,13.6306635541489,6590666424357.18,26494.36990927,,Aggregates
Euro area,EMU,XC,2002,,13.8064132233734,7166111687665.03,27533.7373439965,,Aggregates
Euro area,EMU,XC,2003,,13.7465007987441,8842962520460.19,27984.2167272567,,Aggregates
Euro area,EMU,XC,2004,,13.2987012834585,10141926724906.4,29079.5701370281,,Aggregates
Euro area,EMU,XC,2005,,12.8836759001978,10519654742334.8,30078.3677996335,,Aggregates
Euro area,EMU,XC,2006,,12.4522292978406,11174795667785.8,32535.6739057695,,Aggregates
Euro area,EMU,XC,2007,,12.0304667897139,12862918900419.2,34420.1744948296,,Aggregates
Euro area,EMU,XC,2008,,12.3535807521792,14101249622359.9,35715.1128862779,,Aggregates
Euro area,EMU,XC,2009,,12.5537457362612,12887882434721.4,34793.3212519926,,Aggregates
Euro area,EMU,XC,2010,,12.4027383294416,12629069775558.1,35773.7314133327,,Aggregates
Euro area,EMU,XC,2011,,12.5024680050355,13619653887377.9,37425.3719183064,,Aggregates
Euro area,EMU,XC,2012,1.1,12.5505148249714,12638916806936.3,37799.0387475638,,Aggregates
Euro area,EMU,XC,2013,,12.5992719351822,13191652296932.5,38986.0722037896,,Aggregates
Euro area,EMU,XC,2014,1.0,12.2610686372767,13490997038990.6,39949.7122305502,,Aggregates
Euro area,EMU,XC,2015,1.0,12.0367986212854,11669741216577.3,41038.0338460797,,Aggregates
Euro area,EMU,XC,2016,,11.6309399092471,11964468804660.3,43533.2362686333,,Aggregates
Euro area,EMU,XC,2017,,11.6503516139716,12646241353753.9,45609.5086540805,,Aggregates
Euro area,EMU,XC,2018,,11.4138017622132,13692226055585.5,47546.2566766986,,Aggregates
Euro area,EMU,XC,2019,,11.1471947291334,13413568065812.5,48844.1118128641,,Aggregates
Euro area,EMU,XC,2020,,,13021049031268.7,47091.7288285638,,Aggregates
Europe & Central Asia,ECS,Z7,1970,,,1014876114230.84,,,Aggregates
Europe & Central Asia,ECS,Z7,1971,,,1144549716827.7,,,Aggregates
Europe & Central Asia,ECS,Z7,1972,,,1371424012169.74,,,Aggregates
Europe & Central Asia,ECS,Z7,1973,,,1741910567597.48,,,Aggregates
Europe & Central Asia,ECS,Z7,1974,,,1968282114939.78,,,Aggregates
Europe & Central Asia,ECS,Z7,1975,,,2299379196192.0,,,Aggregates
Europe & Central Asia,ECS,Z7,1976,,,2390192040692.18,,,Aggregates
Europe & Central Asia,ECS,Z7,1977,,,2708799525635.46,,,Aggregates
Europe & Central Asia,ECS,Z7,1978,,,3306074575830.58,,,Aggregates
Europe & Central Asia,ECS,Z7,1979,,,4044371554185.17,,,Aggregates
Europe & Central Asia,ECS,Z7,1980,,,4580889964218.55,,,Aggregates
Europe & Central Asia,ECS,Z7,1981,,,4077076602948.79,,,Aggregates
Europe & Central Asia,ECS,Z7,1982,,,3928957717450.43,,,Aggregates
Europe & Central Asia,ECS,Z7,1983,,,3811512415767.0,,,Aggregates
Europe & Central Asia,ECS,Z7,1984,,,3663384722716.07,,,Aggregates
Europe & Central Asia,ECS,Z7,1985,,,3791076638293.0,,,Aggregates
Europe & Central Asia,ECS,Z7,1986,,,5174508215163.09,,,Aggregates
Europe & Central Asia,ECS,Z7,1987,,,6394083576116.96,,,Aggregates
Europe & Central Asia,ECS,Z7,1988,,,7117409188488.36,,,Aggregates
Europe & Central Asia,ECS,Z7,1989,,,7212323231561.99,,,Aggregates
Europe & Central Asia,ECS,Z7,1990,,,8823564877299.14,11866.8952375296,,Aggregates
Europe & Central Asia,ECS,Z7,1991,,,9116394556571.73,12159.3069939068,,Aggregates
Europe & Central Asia,ECS,Z7,1992,,,9798332715913.17,12194.4779950632,,Aggregates
Europe & Central Asia,ECS,Z7,1993,,,9003756543767.74,12276.4647758255,,Aggregates
Europe & Central Asia,ECS,Z7,1994,,,9416068639460.15,12477.6990022752,,Aggregates
Europe & Central Asia,ECS,Z7,1995,,,10871449753001.1,12951.4984745193,,Aggregates
Europe & Central Asia,ECS,Z7,1996,,,11096327908537.2,13402.1792156609,,Aggregates
Europe & Central Asia,ECS,Z7,1997,,,10521033613508.0,13978.5008473511,,Aggregates
Europe & Central Asia,ECS,Z7,1998,,,10794713977278.6,14263.3905134996,,Aggregates
Europe & Central Asia,ECS,Z7,1999,,,10672428351460.4,14814.1325251429,,Aggregates
Europe & Central Asia,ECS,Z7,2000,,22.0306833674747,10046655321168.5,15953.2964447956,,Aggregates
Europe & Central Asia,ECS,Z7,2001,,21.3854533169985,10157339692049.7,16756.6852234299,,Aggregates
Europe & Central Asia,ECS,Z7,2002,,21.2550007555499,11099688958575.4,17562.6549953471,,Aggregates
Europe & Central Asia,ECS,Z7,2003,,20.8516620424779,13518142445938.0,18240.6220312419,,Aggregates
Europe & Central Asia,ECS,Z7,2004,,20.3366438479462,15758398915716.1,19364.749063601,,Aggregates
Europe & Central Asia,ECS,Z7,2005,,20.0382647819067,16780582777683.7,20397.4480395997,,Aggregates
Europe & Central Asia,ECS,Z7,2006,,18.7038049445975,18169171281351.1,22587.9815498688,,Aggregates
Europe & Central Asia,ECS,Z7,2007,,17.8012357053292,21229481021282.0,24205.738581179,,Aggregates
Europe & Central Asia,ECS,Z7,2008,,17.7147612076468,23318309419163.9,25854.0471695161,,Aggregates
Europe & Central Asia,ECS,Z7,2009,,17.1421285786042,20510483521808.5,25130.7914877906,,Aggregates
Europe & Central Asia,ECS,Z7,2010,,16.8201560645425,21013558496066.8,26189.0468720812,,Aggregates
Europe & Central Asia,ECS,Z7,2011,,16.3403821175893,23296350638065.9,27743.1348630801,,Aggregates
Europe & Central Asia,ECS,Z7,2012,3.1,16.0743058398655,22463014714476.1,28506.4658378473,,Aggregates
Europe & Central Asia,ECS,Z7,2013,,15.8143615485929,23477452103178.9,29814.3748952929,,Aggregates
Europe & Central Asia,ECS,Z7,2014,3.0,15.6229803875003,23793962374648.4,30540.7336971929,,Aggregates
Europe & Central Asia,ECS,Z7,2015,3.3,14.9765479880376,20508597009691.0,30967.6871189365,,Aggregates
Europe & Central Asia,ECS,Z7,2016,,14.3906419034952,20445552705800.9,32401.3088747526,,Aggregates
Europe & Central Asia,ECS,Z7,2017,,13.6795329184373,21648851652556.4,34073.9375001719,,Aggregates
Europe & Central Asia,ECS,Z7,2018,,13.4455385598618,23217309660002.3,35756.4584509141,,Aggregates
Europe & Central Asia,ECS,Z7,2019,,12.8184155582707,22934004820241.6,36726.7798647126,,Aggregates
Europe & Central Asia,ECS,Z7,2020,,,22121578723066.8,35818.6816018429,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1970,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1971,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1972,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1973,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1974,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1975,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1976,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1977,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1978,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1979,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1980,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1981,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1982,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1983,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1984,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1985,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1986,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1987,,,,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1988,,,968462100112.024,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1989,,,940230674768.237,,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1990,,,999199633220.048,6931.48026592925,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1991,,,994939261743.309,6738.39789677418,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1992,,,937402617340.09,6282.17689909843,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1993,,,932075243417.614,6122.84584376007,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1994,,,837804607035.923,5663.85506583214,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1995,,,923622341680.657,5749.53828208778,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1996,,,950558395291.571,5889.10643594121,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1997,,,980347162530.886,6162.34004205082,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1998,,,947802034057.236,5790.56283868075,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,1999,,,821586094296.617,5997.22807826452,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2000,,30.0706236305697,894263496403.46,6643.19443040612,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2001,,29.1655656401268,909748964086.017,7022.01205749927,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2002,,28.8847699633933,1023022746676.66,7522.98472611542,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2003,,28.2717727526282,1257924182661.53,8229.68693489771,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2004,,27.5786922107613,1628132630098.83,9177.91328515817,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2005,,27.3783959951911,2040036527869.14,10196.2862942553,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2006,,25.1488781366672,2467590122723.83,12050.9169741095,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2007,,23.7494650105715,3173623845454.39,13437.3624087956,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2008,,23.2595043460082,3929049124644.69,15317.4602232925,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2009,,21.9738024925472,3114717816270.35,14930.7190191612,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2010,,21.5355189977478,3659632190936.29,15967.6783226293,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2011,,20.3748291505877,4444804663240.09,17535.9722339308,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2012,5.2,19.8042618766701,4641048426844.03,18527.1511182511,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2013,,19.2178080536829,4920928160403.57,19846.5236988219,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2014,5.1,19.2081291131408,4646593520129.38,20263.3628830571,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2015,5.7,18.0660788900013,3627106551426.51,20030.7455909978,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2016,,17.3157626270156,3490782809413.07,20621.8996045491,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2017,,15.9036250870951,3912599713398.07,21925.3972691305,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2018,,15.6328578026876,4073645764077.81,23396.7067849622,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2019,,14.6732206018185,4153453159866.14,24090.214778045,,Aggregates
Europe & Central Asia (IDA & IBRD countries),TEC,T7,2020,,,3876733319266.95,24018.011684717,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1970,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1971,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1972,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1973,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1974,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1975,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1976,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1977,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1978,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1979,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1980,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1981,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1982,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1983,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1984,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1985,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1986,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1987,,,,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1988,,,888880584435.331,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1989,,,862969022324.511,,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1990,,,917092319711.29,6984.8434770282,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1991,,,889947373223.18,6797.1914522777,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1992,,,822314951918.109,6266.84208189045,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1993,,,815259443666.995,6054.90882426756,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1994,,,706923649520.192,5503.10195806887,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1995,,,758626690765.47,5531.17527539563,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1996,,,766261662946.1,5618.92413454217,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1997,,,796888596598.784,5848.71547403197,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1998,,,747245337382.817,5377.14801409196,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,1999,,,627750895905.237,5551.5194785909,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2000,,31.4594885133871,700116049358.491,6202.87254763339,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2001,,30.4446994063261,695453936277.001,6569.99289003597,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2002,,30.1262097251038,796768760608.087,7046.01815718965,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2003,,29.4722616443363,1005018571080.96,7772.72837134423,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2004,,28.6376051160441,1330990821497.14,8709.71286853879,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2005,,28.4053760009792,1688052433767.33,9777.93436505098,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2006,,26.0100534491358,2072082476656.01,11688.4418249304,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2007,,24.5955291379213,2684050466039.51,13044.5179896516,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2008,,23.9206734308563,3324689396543.74,14967.5588816839,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2009,,22.282333273214,2611896303152.08,14458.8481208135,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2010,,21.8523955999872,3119371993286.66,15436.6470285664,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2011,,20.6443641044898,3853333483348.16,16995.5803090122,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2012,5.6,19.9431019958154,4085332511672.57,18003.2619063418,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2013,,19.3425146844211,4341022815353.31,19379.6579772202,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2014,5.5,19.3974663021291,4045786134160.93,19755.7671892056,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2015,6.2,18.2724070274177,3099131447149.27,19364.4144473777,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2016,,17.6500605578544,2965857286860.64,19866.7361549331,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2017,,16.145026401883,3329876408661.55,21128.3620651163,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2018,,15.8936215249082,3423986143967.44,22563.8632326363,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2019,,14.9635207561178,3493926388854.03,23147.1379703278,,Aggregates
Europe & Central Asia (excluding high income),ECA,7E,2020,,,3222403620453.33,23048.1412400575,,Aggregates
European Union,EUU,EU,1970,,,725931117202.681,,,Aggregates
European Union,EUU,EU,1971,,,820813003647.737,,,Aggregates
European Union,EUU,EU,1972,,,990428711523.757,,,Aggregates
European Union,EUU,EU,1973,,,1282020509407.61,,,Aggregates
European Union,EUU,EU,1974,,,1451750057862.35,,,Aggregates
European Union,EUU,EU,1975,,,1690875090425.37,,,Aggregates
European Union,EUU,EU,1976,,,1770054233927.2,,,Aggregates
European Union,EUU,EU,1977,,,2004900497340.86,,,Aggregates
European Union,EUU,EU,1978,,,2442696478420.52,,,Aggregates
European Union,EUU,EU,1979,,,2952838432090.34,,,Aggregates
European Union,EUU,EU,1980,,,3303181850263.89,,,Aggregates
European Union,EUU,EU,1981,,,2879984188262.2,,,Aggregates
European Union,EUU,EU,1982,,,2777376665977.44,,,Aggregates
European Union,EUU,EU,1983,,,2702069500746.21,,,Aggregates
European Union,EUU,EU,1984,,,2603395491959.08,,,Aggregates
European Union,EUU,EU,1985,,,2677660947369.09,,,Aggregates
European Union,EUU,EU,1986,,,3744041974466.61,,,Aggregates
European Union,EUU,EU,1987,,,4631250656846.37,,,Aggregates
European Union,EUU,EU,1988,,,5084288198655.59,,,Aggregates
European Union,EUU,EU,1989,,,5193668896729.2,,,Aggregates
European Union,EUU,EU,1990,,,6498471911158.62,14811.6520184258,,Aggregates
European Union,EUU,EU,1991,,,6736015994578.51,15488.5954995823,,Aggregates
European Union,EUU,EU,1992,,,7406290275006.52,15958.0382035862,,Aggregates
European Union,EUU,EU,1993,,,6761114918561.71,16199.721154056,,Aggregates
European Union,EUU,EU,1994,,,7161872216278.51,16945.5543320752,,Aggregates
European Union,EUU,EU,1995,,,8296026012678.74,17749.4763542497,,Aggregates
European Union,EUU,EU,1996,,,8431518032299.25,18345.7616180499,,Aggregates
European Union,EUU,EU,1997,,,7733761443399.13,19068.6020859095,,Aggregates
European Union,EUU,EU,1998,,,7969786047468.6,19968.302940876,,Aggregates
European Union,EUU,EU,1999,,,7923369089161.32,20745.1305884381,,Aggregates
European Union,EUU,EU,2000,,14.8681077319369,7260120640328.08,22073.7120284769,,Aggregates
European Union,EUU,EU,2001,,14.5328240425837,7388169197905.12,23167.7141208656,,Aggregates
European Union,EUU,EU,2002,,14.6954783728732,8050016390858.96,24186.8860086388,,Aggregates
European Union,EUU,EU,2003,,14.5275470173934,9912552738053.62,24706.996231344,,Aggregates
European Union,EUU,EU,2004,,14.1754971497528,11400572828592.0,25864.450418788,,Aggregates
European Union,EUU,EU,2005,,13.819436046924,11906966999544.0,26815.1435569608,,Aggregates
European Union,EUU,EU,2006,,13.3695476413401,12704675013015.8,29125.9659117265,,Aggregates
European Union,EUU,EU,2007,,12.8014084392495,14712567758786.8,31033.0197788703,,Aggregates
European Union,EUU,EU,2008,,13.2055503227252,16240620039269.4,32492.6595972008,,Aggregates
European Union,EUU,EU,2009,,13.5849582010866,14713157992273.2,31816.4081809504,,Aggregates
European Union,EUU,EU,2010,,13.4300516207853,14545430302862.2,32865.6757719038,,Aggregates
European Union,EUU,EU,2011,,13.3799584534428,15741789992629.5,34467.2674197305,,Aggregates
European Union,EUU,EU,2012,1.1,13.5516319251937,14636917145741.3,34936.4881427675,,Aggregates
European Union,EUU,EU,2013,,13.4171836034635,15296013552373.2,36090.2235109416,,Aggregates
European Union,EUU,EU,2014,1.0,12.9696013199973,15634241267477.3,37077.0171225769,,Aggregates
European Union,EUU,EU,2015,1.0,12.6368760575182,13547247755711.5,38222.8041064687,,Aggregates
European Union,EUU,EU,2016,,12.0112606686159,13885155820999.3,40580.3239964025,,Aggregates
European Union,EUU,EU,2017,,11.9914277183705,14734764528614.8,42676.6286975399,,Aggregates
European Union,EUU,EU,2018,,11.7575625828075,15971540026258.9,44639.9973542428,,Aggregates
European Union,EUU,EU,2019,,11.3427680473233,15689357247344.5,46069.751433511,,Aggregates
European Union,EUU,EU,2020,,,15291934754441.6,44763.1736506241,,Aggregates
Faroe Islands,FRO,FO,1970,,,,,,High income
Faroe Islands,FRO,FO,1971,,,,,,High income
Faroe Islands,FRO,FO,1972,,,,,,High income
Faroe Islands,FRO,FO,1973,,,,,,High income
Faroe Islands,FRO,FO,1974,,,,,,High income
Faroe Islands,FRO,FO,1975,,,,,,High income
Faroe Islands,FRO,FO,1976,,,,,,High income
Faroe Islands,FRO,FO,1977,,,,,,High income
Faroe Islands,FRO,FO,1978,,,,,,High income
Faroe Islands,FRO,FO,1979,,,,,,High income
Faroe Islands,FRO,FO,1980,,,,,,High income
Faroe Islands,FRO,FO,1981,,,,,,High income
Faroe Islands,FRO,FO,1982,,,,,,High income
Faroe Islands,FRO,FO,1983,,,,,,High income
Faroe Islands,FRO,FO,1984,,,,,,High income
Faroe Islands,FRO,FO,1985,,,,,,High income
Faroe Islands,FRO,FO,1986,,,,,,High income
Faroe Islands,FRO,FO,1987,,,,,,High income
Faroe Islands,FRO,FO,1988,,,,,,High income
Faroe Islands,FRO,FO,1989,,,,,,High income
Faroe Islands,FRO,FO,1990,,,,,,High income
Faroe Islands,FRO,FO,1991,,,,,,High income
Faroe Islands,FRO,FO,1992,,,,,,High income
Faroe Islands,FRO,FO,1993,,,,,,High income
Faroe Islands,FRO,FO,1994,,,,,,High income
Faroe Islands,FRO,FO,1995,,,,,,High income
Faroe Islands,FRO,FO,1996,,,,,,High income
Faroe Islands,FRO,FO,1997,,,,,,High income
Faroe Islands,FRO,FO,1998,,,1107882640.8787,,,High income
Faroe Islands,FRO,FO,1999,,,1120280381.86979,,,High income
Faroe Islands,FRO,FO,2000,,,1058702725.4395,,,High income
Faroe Islands,FRO,FO,2001,,,1147654635.45922,,,High income
Faroe Islands,FRO,FO,2002,,,1262669892.4595,,,High income
Faroe Islands,FRO,FO,2003,,,1494011567.01125,,,High income
Faroe Islands,FRO,FO,2004,,,1688237552.36935,,,High income
Faroe Islands,FRO,FO,2005,,,1727792692.89133,,,High income
Faroe Islands,FRO,FO,2006,,,1984445416.02206,,,High income
Faroe Islands,FRO,FO,2007,,,2290133548.87301,,,High income
Faroe Islands,FRO,FO,2008,,,2432415998.11695,,,High income
Faroe Islands,FRO,FO,2009,,,2268387770.71014,,,High income
Faroe Islands,FRO,FO,2010,,,2320424601.26954,,,High income
Faroe Islands,FRO,FO,2011,,,2490807830.57351,,,High income
Faroe Islands,FRO,FO,2012,,,2366301251.61847,,,High income
Faroe Islands,FRO,FO,2013,,,2627049837.08135,,,High income
Faroe Islands,FRO,FO,2014,,,2850743875.2784,,,High income
Faroe Islands,FRO,FO,2015,,,2518096285.61661,,,High income
Faroe Islands,FRO,FO,2016,,,2738832687.13698,,,High income
Faroe Islands,FRO,FO,2017,,,2899226097.62377,,,High income
Faroe Islands,FRO,FO,2018,,,3051341335.9516,,,High income
Faroe Islands,FRO,FO,2019,,,3126293219.77989,,,High income
Faroe Islands,FRO,FO,2020,,,,,,High income
Fiji,FJI,FJ,1970,,,219878482.173564,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1971,,,247749327.721267,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1972,,,316650508.967523,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1973,,,425963359.355326,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1974,,,558589870.903674,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1975,,,684268280.812751,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1976,,,694552411.718837,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1977,,,719533137.126662,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1978,,,829239489.844119,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1979,,,1019743927.24662,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1980,,,1202567359.4132,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1981,,,1235665808.56541,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1982,,,1194122694.12269,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1983,,,1123107276.30285,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1984,,,1177997413.63384,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1985,,,1141123439.66713,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1986,,,1290228616.82408,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1987,,,1177908191.97685,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1988,,,1109976927.91722,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1989,,,1182686577.22645,,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1990,4.3921353327,,1337024782.22702,4198.18563944614,East Asia & Pacific (excluding high income),Upper middle income
Fiji,FJI,FJ,1991,2.3116734068,,1383843860.1247,4183.79321108463,East Asia & Pacific (excluding high income),Upper middle income
